"Data_point","company","year","value"
"Capitalization","ASSA ABLOY B","2010",69395
"Total Assets","Atlas Copco","2010",71622
"Foreign sales","Atlas Copco","2010",68302
"BV equity","Atlas Copco","2010",29321
"Cash","Atlas Copco","2010",14264
"Gross nominal value","Atlas Copco","2010",321
"R&D expenses","Atlas Copco","2010",1517
"Total debt","Atlas Copco","2010",5510
"Capex","Atlas Copco","2010",2249
"Net income","Atlas Copco","2010",9944
"Short term liabilities","Atlas Copco","2010",18899
"No of shares (millions)","Atlas Copco","2010",1215.9
"Capitalization","Atlas Copco","2010",201797
"Total Assets","B&B tools","2010",5493
"Foreign sales","B&B tools","2010",3870
"BV equity","B&B tools","2010",1769
"Cash","B&B tools","2010",209
"Gross nominal value","B&B tools","2010",147
"R&D expenses","B&B tools","2010",0
"Total debt","B&B tools","2010",1952
"Capex","B&B tools","2010",18
"Net income","B&B tools","2010",134
"Short term liabilities","B&B tools","2010",1806
"Capitalization","B&B tools","2010",3007
"Total Assets","Beijer alma","2010",1976
"Foreign sales","Beijer alma","2010",1577
"BV equity","Beijer alma","2010",1395
"Cash","Beijer alma","2010",269
"Gross nominal value","Beijer alma","2010",330.5
"R&D expenses","Beijer alma","2010",14.1
"Total debt","Beijer alma","2010",146.9
"Capex","Beijer alma","2010",55.2
"Net income","Beijer alma","2010",287
"Short term liabilities","Beijer alma","2010",438
"No of shares (millions)","Beijer alma","2010",29.456
"Share price 31/12 (est = x cost of EQ - dividend)","Beijer alma","2010",160.5
"Capitalization","Beijer alma","2010",4728
"Total Assets","Beijer ref","2010",3969
"Foreign sales","Beijer ref","2010",4661
"BV equity","Beijer ref","2010",2359
"Cash","Beijer ref","2010",174
"Gross nominal value","Beijer ref","2010",0
"R&D expenses","Beijer ref","2010",1.2
"Total debt","Beijer ref","2010",570
"Capex","Beijer ref","2010",36.3
"Net income","Beijer ref","2010",259
"Short term liabilities","Beijer ref","2010",1296
"Capitalization","Beijer ref","2010",5947
"Total Assets","Bilia","2010",5078
"Foreign sales","Bilia","2010",5800
"BV equity","Bilia","2010",1739
"Cash","Bilia","2010",68
"Gross nominal value","Bilia","2010",0
"R&D expenses","Bilia","2010",0
"Total debt","Bilia","2010",603
"Capex","Bilia","2010",253
"Net income","Bilia","2010",407
"Short term liabilities","Bilia","2010",2230
"Capitalization","Bilia","2010",3222
"Total Assets","BioGaia","2010",228
"Foreign sales","BioGaia","2010",184
"BV equity","BioGaia","2010",187
"Cash","BioGaia","2010",147
"Gross nominal value","BioGaia","2010",0
"R&D expenses","BioGaia","2010",29
"Total debt","BioGaia","2010",0
"Capex","BioGaia","2010",0.7
"Net income","BioGaia","2010",47
"Short term liabilities","BioGaia","2010",41
"No of shares (millions)","BioGaia","2010",17.3
"Share price 31/12 (est = x cost of EQ - dividend)","BioGaia","2010",96
"Capitalization","BioGaia","2010",1661
"Total Assets","Boliden","2010",36716
"Foreign sales","Boliden","2010",27628
"BV equity","Boliden","2010",18846
"Cash","Boliden","2010",821
"Gross nominal value","Boliden","2010",3312
"R&D expenses","Boliden","2010",286
"Total debt","Boliden","2010",5437
"Capex","Boliden","2010",2911
"Net income","Boliden","2010",3957
"Short term liabilities","Boliden","2010",7663
"No of shares (millions)","Boliden","2010",274
"Share price 31/12 (est = x cost of EQ - dividend)","Boliden","2010",136.7
"Capitalization","Boliden","2010",37456
"Total Assets","Bure equity","2010",2976
"Foreign sales","Bure equity","2010",219
"BV equity","Bure equity","2010",2330
"Cash","Bure equity","2010",684
"Gross nominal value","Bure equity","2010",0
"R&D expenses","Bure equity","2010",0
"Total debt","Bure equity","2010",407
"Capex","Bure equity","2010",0
"Net income","Bure equity","2010",434
"Short term liabilities","Bure equity","2010",285
"Capitalization","Bure equity","2010",2940
"Total Assets","Catena","2010",2173
"Foreign sales","Catena","2010",59
"BV equity","Catena","2010",845
"Cash","Catena","2010",57
"Gross nominal value","Catena","2010",0
"R&D expenses","Catena","2010",0
"Total debt","Catena","2010",1047
"Capex","Catena","2010",4.1
"Net income","Catena","2010",349
"Short term liabilities","Catena","2010",287
"No of shares (millions)","Catena","2010",11.565
"Share price 31/12 (est = x cost of EQ - dividend)","Catena","2010",153
"Capitalization","Catena","2010",1769
"Total Assets","Cavotec","2010",15281
"Foreign sales","Cavotec","2010",9981
"BV equity","Cavotec","2010",6693
"Cash","Cavotec","2010",599
"Gross nominal value","Cavotec","2010",0
"R&D expenses","Cavotec","2010",0
"Total debt","Cavotec","2010",1615
"Capex","Cavotec","2010",230
"Net income","Cavotec","2010",1825
"Short term liabilities","Cavotec","2010",5205
"No of shares (millions)","Cavotec","2010",0
"Share price 31/12 (est = x cost of EQ - dividend)","Cavotec","2010",0
"Capitalization","Cavotec","2010",28898
"Total Assets","Clas Ohlson","2010",2843
"Foreign sales","Clas Ohlson","2010",2804
"BV equity","Clas Ohlson","2010",1646
"Cash","Clas Ohlson","2010",99
"Gross nominal value","Clas Ohlson","2010",254
"R&D expenses","Clas Ohlson","2010",0
"Total debt","Clas Ohlson","2010",271
"Capex","Clas Ohlson","2010",317
"Net income","Clas Ohlson","2010",433
"Short term liabilities","Clas Ohlson","2010",1006
"No of shares (millions)","Clas Ohlson","2010",64.4
"Share price 31/12 (est = x cost of EQ - dividend)","Clas Ohlson","2010",128
"Capitalization","Clas Ohlson","2010",8243
"Total Assets","Duni","2010",3487
"Foreign sales","Duni","2010",3659
"BV equity","Duni","2010",1991
"Cash","Duni","2010",122
"Gross nominal value","Duni","2010",0
"R&D expenses","Duni","2010",25
"Total debt","Duni","2010",530
"Capex","Duni","2010",10
"Net income","Duni","2010",306
"Short term liabilities","Duni","2010",755
"Capitalization","Duni","2010",2940
"Total Assets","Electrolux B","2010",73521
"Foreign sales","Electrolux B","2010",102973
"BV equity","Electrolux B","2010",20613
"Cash","Electrolux B","2010",10389
"Gross nominal value","Electrolux B","2010",35960
"R&D expenses","Electrolux B","2010",1993
"Total debt","Electrolux B","2010",12096
"Net income","Electrolux B","2010",3997
"Short term liabilities","Electrolux B","2010",35897
"No of shares (millions)","Electrolux B","2010",284.6
"Share price 31/12 (est = x cost of EQ - dividend)","Electrolux B","2010",191
"Capitalization","Electrolux B","2010",54359
"Total Assets","Eniro","2010",10587
"Foreign sales","Eniro","2010",3089
"BV equity","Eniro","2010",3469
"Cash","Eniro","2010",450
"Gross nominal value","Eniro","2010",0
"R&D expenses","Eniro","2010",263
"Total debt","Eniro","2010",3951
"Capex","Eniro","2010",65
"Net income","Eniro","2010",-4620
"Short term liabilities","Eniro","2010",2602
"Capitalization","Eniro","2010",2800
"Total Assets","Ericsson B","2010",281815
"Foreign sales","Ericsson B","2010",199111
"BV equity","Ericsson B","2010",145106
"Cash","Ericsson B","2010",87150
"Gross nominal value","Ericsson B","2010",12224
"R&D expenses","Ericsson B","2010",31558
"Total debt","Ericsson B","2010",35855
"Capex","Ericsson B","2010",3200
"Net income","Ericsson B","2010",11235
"Short term liabilities","Ericsson B","2010",38267
"No of shares (millions)","Ericsson B","2010",3197
"Share price 31/12 (est = x cost of EQ - dividend)","Ericsson B","2010",78.15
"Capitalization","Ericsson B","2010",249846
"Total Assets","Fagerhult","2010",9883
"Foreign sales","Fagerhult","2010",13233
"BV equity","Fagerhult","2010",2440
"Cash","Fagerhult","2010",392
"Gross nominal value","Fagerhult","2010",2166
"R&D expenses","Fagerhult","2010",0
"Total debt","Fagerhult","2010",3495
"Capex","Fagerhult","2010",321
"Net income","Fagerhult","2010",311
"Short term liabilities","Fagerhult","2010",2280
"Capitalization","Fagerhult","2010",10806
"Total Assets","Getinge B","2010",34585
"Foreign sales","Getinge B","2010",21817
"BV equity","Getinge B","2010",13248
"Cash","Getinge B","2010",1093
"Gross nominal value","Getinge B","2010",10619
"R&D expenses","Getinge B","2010",441
"Total debt","Getinge B","2010",12656
"Capex","Getinge B","2010",588
"Net income","Getinge B","2010",2280
"Short term liabilities","Getinge B","2010",6473
"No of shares (millions)","Getinge B","2010",238.3
"Share price 31/12 (est = x cost of EQ - dividend)","Getinge B","2010",140.9
"Capitalization","Getinge B","2010",33576
"Total Assets","Hennes and Mauritz B","2010",59182
"Foreign sales","Hennes and Mauritz B","2010",101741
"BV equity","Hennes and Mauritz B","2010",44172
"Cash","Hennes and Mauritz B","2010",16691
"Gross nominal value","Hennes and Mauritz B","2010",21864
"R&D expenses","Hennes and Mauritz B","2010",0
"Total debt","Hennes and Mauritz B","2010",0
"Capex","Hennes and Mauritz B","2010",100
"Net income","Hennes and Mauritz B","2010",18681
"Short term liabilities","Hennes and Mauritz B","2010",13847
"No of shares (millions)","Hennes and Mauritz B","2010",1655.1
"Share price 31/12 (est = x cost of EQ - dividend)","Hennes and Mauritz B","2010",237
"Capitalization","Hennes and Mauritz B","2010",392258.7
"Total Assets","Investor","2010",180858
"Foreign sales","Investor","2010",1488
"BV equity","Investor","2010",170051
"Cash","Investor","2010",2684
"Gross nominal value","Investor","2010",24301
"R&D expenses","Investor","2010",221
"Total debt","Investor","2010",42086
"Capex","Investor","2010",30036
"Net income","Investor","2010",30631
"Short term liabilities","Investor","2010",5770
"Capitalization","Investor","2010",107907
"Total Assets","Kinnevik","2010",64833
"Foreign sales","Kinnevik","2010",2001
"BV equity","Kinnevik","2010",54425
"Cash","Kinnevik","2010",145
"Gross nominal value","Kinnevik","2010",0
"R&D expenses","Kinnevik","2010",76
"Total debt","Kinnevik","2010",7725
"Capex","Kinnevik","2010",1563
"Net income","Kinnevik","2010",12664
"Short term liabilities","Kinnevik","2010",1648
"Capitalization","Kinnevik","2010",37971
"Total Assets","Lundin Petroleum","2010",17478
"Foreign sales","Lundin Petroleum","2010",5742
"BV equity","Lundin Petroleum","2010",7180
"Cash","Lundin Petroleum","2010",350
"Gross nominal value","Lundin Petroleum","2010",3909
"R&D expenses","Lundin Petroleum","2010",0
"Total debt","Lundin Petroleum","2010",3430
"Capex","Lundin Petroleum","2010",2698
"Net income","Lundin Petroleum","2010",928
"Short term liabilities","Lundin Petroleum","2010",1374
"No of shares (millions)","Lundin Petroleum","2010",312.1
"Share price 31/12 (est = x cost of EQ - dividend)","Lundin Petroleum","2010",83.65
"Capitalization","Lundin Petroleum","2010",26107
"Total Assets","Modern times group B","2010",14002
"Foreign sales","Modern times group B","2010",10301
"BV equity","Modern times group B","2010",5986
"Cash","Modern times group B","2010",500
"Gross nominal value","Modern times group B","2010",3765
"R&D expenses","Modern times group B","2010",0
"Total debt","Modern times group B","2010",2768
"Capex","Modern times group B","2010",157
"Net income","Modern times group B","2010",2424
"Short term liabilities","Modern times group B","2010",4452
"No of shares (millions)","Modern times group B","2010",66
"Share price 31/12 (est = x cost of EQ - dividend)","Modern times group B","2010",447
"Capitalization","Modern times group B","2010",29521
"Total Assets","Mycronic","2010",714
"Foreign sales","Mycronic","2010",1258
"BV equity","Mycronic","2010",1315
"Cash","Mycronic","2010",583
"Gross nominal value","Mycronic","2010",375
"R&D expenses","Mycronic","2010",318.1
"Total debt","Mycronic","2010",12.3
"Capex","Mycronic","2010",2.9
"Net income","Mycronic","2010",73.7
"Short term liabilities","Mycronic","2010",369
"No of shares (millions)","Mycronic","2010",97.9
"Share price 31/12 (est = x cost of EQ - dividend)","Mycronic","2010",17.7
"Capitalization","Mycronic","2010",1732.83
"Total Assets","Sandvik","2010",89999
"Foreign sales","Sandvik","2010",78835
"BV equity","Sandvik","2010",33813
"Cash","Sandvik","2010",4783
"Gross nominal value","Sandvik","2010",6300
"R&D expenses","Sandvik","2010",2106
"Total debt","Sandvik","2010",29467
"Capex","Sandvik","2010",3378
"Net income","Sandvik","2010",6943
"Short term liabilities","Sandvik","2010",24633
"No of shares (millions)","Sandvik","2010",1186.3
"Share price 31/12 (est = x cost of EQ - dividend)","Sandvik","2010",131
"Capitalization","Sandvik","2010",155405
"Total Assets","SCA B","2010",142978
"Foreign sales","SCA B","2010",74866
"BV equity","SCA B","2010",67255
"Cash","SCA B","2010",1866
"Gross nominal value","SCA B","2010",25051
"R&D expenses","SCA B","2010",713
"Total debt","SCA B","2010",37297
"Capex","SCA B","2010",5017
"Net income","SCA B","2010",5592
"Short term liabilities","SCA B","2010",36999
"No of shares (millions)","SCA B","2010",705.1
"Share price 31/12 (est = x cost of EQ - dividend)","SCA B","2010",106.2
"Capitalization","SCA B","2010",74882
"Total Assets","Securitas B","2010",32884
"Foreign sales","Securitas B","2010",57302
"BV equity","Securitas B","2010",8935
"Cash","Securitas B","2010",2587
"Gross nominal value","Securitas B","2010",2001
"R&D expenses","Securitas B","2010",0
"Total debt","Securitas B","2010",8387
"Capex","Securitas B","2010",901.9
"Net income","Securitas B","2010",2080
"Short term liabilities","Securitas B","2010",13897
"No of shares (millions)","Securitas B","2010",365.1
"Share price 31/12 (est = x cost of EQ - dividend)","Securitas B","2010",78.65
"Capitalization","Securitas B","2010",28715
"Total Assets","Skanska B","2010",77712
"Foreign sales","Skanska B","2010",93972
"BV equity","Skanska B","2010",20792
"Cash","Skanska B","2010",6654
"Gross nominal value","Skanska B","2010",12133
"R&D expenses","Skanska B","2010",43
"Total debt","Skanska B","2010",14845
"Capex","Skanska B","2010",2020
"Net income","Skanska B","2010",4028
"Short term liabilities","Skanska B","2010",52932
"Capitalization","Skanska B","2010",54800
"Total Assets","SKF B","2010",54401
"Foreign sales","SKF B","2010",59129
"BV equity","SKF B","2010",19894
"Cash","SKF B","2010",2395
"Gross nominal value","SKF B","2010",8932
"R&D expenses","SKF B","2010",1184
"Total debt","SKF B","2010",16651
"Capex","SKF B","2010",1651
"Net income","SKF B","2010",5296
"Short term liabilities","SKF B","2010",13633
"No of shares (millions)","SKF B","2010",455.3
"Share price 31/12 (est = x cost of EQ - dividend)","SKF B","2010",191.6
"Capitalization","SKF B","2010",87235
"Total Assets","SSAB A","2010",61054
"Foreign sales","SSAB A","2010",30966
"BV equity","SSAB A","2010",29829
"Cash","SSAB A","2010",1314
"Gross nominal value","SSAB A","2010",5496
"R&D expenses","SSAB A","2010",190
"Total debt","SSAB A","2010",19949
"Capex","SSAB A","2010",2011
"Net income","SSAB A","2010",557
"Short term liabilities","SSAB A","2010",8985
"No of shares (millions)","SSAB A","2010",323.9
"Share price 31/12 (est = x cost of EQ - dividend)","SSAB A","2010",113
"Capitalization","SSAB A","2010",36601
"Total Assets","Sweco ","2010",2988
"Foreign sales","Sweco ","2010",2298
"BV equity","Sweco ","2010",1430
"Cash","Sweco ","2010",377
"Gross nominal value","Sweco ","2010",0
"R&D expenses","Sweco ","2010",0
"Total debt","Sweco ","2010",137
"Capex","Sweco ","2010",80
"Net income","Sweco ","2010",300
"Short term liabilities","Sweco ","2010",1408
"Capitalization","Sweco ","2010",5394
"Total Assets","Swedish match","2010",14739
"Foreign sales","Swedish match","2010",7923
"BV equity","Swedish match","2010",21578
"Cash","Swedish match","2010",3275
"Gross nominal value","Swedish match","2010",7081
"R&D expenses","Swedish match","2010",96
"Total debt","Swedish match","2010",10958
"Capex","Swedish match","2010",311
"Net income","Swedish match","2010",2958
"Short term liabilities","Swedish match","2010",3485
"Capitalization","Swedish match","2010",41800
"Total Assets","Tele2 B","2010",42085
"Foreign sales","Tele2 B","2010",27874
"BV equity","Tele2 B","2010",28875
"Cash","Tele2 B","2010",976
"Gross nominal value","Tele2 B","2010",1198
"R&D expenses","Tele2 B","2010",0
"Total debt","Tele2 B","2010",2626
"Capex","Tele2 B","2010",4094
"Net income","Tele2 B","2010",4121
"Short term liabilities","Tele2 B","2010",10975
"No of shares (millions)","Tele2 B","2010",443
"Share price 31/12 (est = x cost of EQ - dividend)","Tele2 B","2010",139.6
"Capitalization","Tele2 B","2010",61843
"Total Assets","TeliaSonera","2010",250551
"Foreign sales","TeliaSonera","2010",70287
"BV equity","TeliaSonera","2010",132665
"Cash","TeliaSonera","2010",15344
"Gross nominal value","TeliaSonera","2010",10905
"R&D expenses","TeliaSonera","2010",801
"Total debt","TeliaSonera","2010",65436
"Capex","TeliaSonera","2010",14934
"Net income","TeliaSonera","2010",23562
"Short term liabilities","TeliaSonera","2010",32500
"No of shares (millions)","TeliaSonera","2010",4490.5
"Share price 31/12 (est = x cost of EQ - dividend)","TeliaSonera","2010",53.3
"Capitalization","TeliaSonera","2010",239344
"Total Assets","Volvo ","2010",NA
"Foreign sales","Volvo ","2010",252286
"BV equity","Volvo ","2010",66101
"Cash","Volvo ","2010",31491
"Gross nominal value","Volvo ","2010",15362
"R&D expenses","Volvo ","2010",12970
"Total debt","Volvo ","2010",131205
"Capex","Volvo ","2010",15186
"Net income","Volvo ","2010",11212
"Short term liabilities","Volvo ","2010",124059
"No of shares (millions)","Volvo ","2010",2027
"Share price 31/12 (est = x cost of EQ - dividend)","Volvo ","2010",118.5
"Capitalization","Volvo ","2010",240200
"Total Assets","ÅF B","2010",3950
"Foreign sales","ÅF B","2010",1406
"BV equity","ÅF B","2010",2361
"Cash","ÅF B","2010",328
"Gross nominal value","ÅF B","2010",0
"R&D expenses","ÅF B","2010",0
"Total debt","ÅF B","2010",294
"Capex","ÅF B","2010",34
"Net income","ÅF B","2010",717
"Short term liabilities","ÅF B","2010",1405
"Capitalization","ÅF B","2010",4743
"SIZE","AAK","2011",9.21
"Sales","AAK","2011",16695
"FSD","AAK","2011",1
"FSTS","AAK","2011",0.87
"Tobin's Q","AAK","2011",1.46
"FXD","AAK","2011",1
"Gross FXD","AAK","2011",1491
"DERIV","AAK","2011",0.09
"R&D/sales","AAK","2011",0.009
"Leverage","AAK","2011",0.98
"Quick ratio","AAK","2011",0.127
"Capex/sales","AAK","2011",0.021
"ROA ","AAK","2011",0.061
"DD","AAK","2011",1
"ID","AAK","2011",0
"DE","AAK","2011",-19
"DDE","AAK","2011",0
"SIZE","Active Biotech","2011",6.76
"Sales","Active Biotech","2011",234.6
"FSD","Active Biotech","2011",1
"FSTS","Active Biotech","2011",0.26
"Tobin's Q","Active Biotech","2011",2.19
"FXD","Active Biotech","2011",0
"Gross FXD","Active Biotech","2011",0
"DERIV","Active Biotech","2011",0
"R&D/sales","Active Biotech","2011",1.36
"Leverage","Active Biotech","2011",0.48
"Quick ratio","Active Biotech","2011",3.81
"Capex/sales","Active Biotech","2011",2.25
"ROA ","Active Biotech","2011",-0.11
"DD","Active Biotech","2011",0
"ID","Active Biotech","2011",0
"DE","Active Biotech","2011",0
"DDE","Active Biotech","2011",0
"SIZE","Alfa Laval","2011",10.45
"Sales","Alfa Laval","2011",28652
"FSD","Alfa Laval","2011",1
"FSTS","Alfa Laval","2011",0.97
"Tobin's Q","Alfa Laval","2011",2.15
"FXD","Alfa Laval","2011",1
"Gross FXD","Alfa Laval","2011",6500
"DERIV","Alfa Laval","2011",0.23
"R&D/sales","Alfa Laval","2011",0.023
"Leverage","Alfa Laval","2011",0.35
"Quick ratio","Alfa Laval","2011",0.167
"Capex/sales","Alfa Laval","2011",0.019
"ROA ","Alfa Laval","2011",0.094
"DD","Alfa Laval","2011",1
"ID","Alfa Laval","2011",0
"DE","Alfa Laval","2011",-335
"DDE","Alfa Laval","2011",0
"SIZE","Arcam","2011",4.69
"Sales","Arcam","2011",107.7
"FSD","Arcam","2011",1
"FSTS","Arcam","2011",0.46
"Tobin's Q","Arcam","2011",1.8
"FXD","Arcam","2011",0
"Gross FXD","Arcam","2011",0
"DERIV","Arcam","2011",0
"R&D/sales","Arcam","2011",0.123
"Leverage","Arcam","2011",0
"Quick ratio","Arcam","2011",0.89
"Capex/sales","Arcam","2011",0.076
"ROA ","Arcam","2011",0.05
"DD","Arcam","2011",0
"ID","Arcam","2011",0
"DE","Arcam","2011",0
"DDE","Arcam","2011",0
"SIZE","ASSA ABLOY B","2011",10.93
"Sales","ASSA ABLOY B","2011",41786
"FSD","ASSA ABLOY B","2011",1
"FSTS","ASSA ABLOY B","2011",0.94
"Tobin's Q","ASSA ABLOY B","2011",1.73
"FXD","ASSA ABLOY B","2011",1
"Gross FXD","ASSA ABLOY B","2011",9936
"DERIV","ASSA ABLOY B","2011",0.24
"R&D/sales","ASSA ABLOY B","2011",0.029
"Leverage","ASSA ABLOY B","2011",0.62
"Quick ratio","ASSA ABLOY B","2011",0.09
"Capex/sales","ASSA ABLOY B","2011",0.02
"ROA ","ASSA ABLOY B","2011",0.069
"DD","ASSA ABLOY B","2011",1
"ID","ASSA ABLOY B","2011",0
"DE","ASSA ABLOY B","2011",327
"DDE","ASSA ABLOY B","2011",1
"SIZE","Atlas Copco","2011",11.23
"Sales","Atlas Copco","2011",81203
"FSD","Atlas Copco","2011",1
"FSTS","Atlas Copco","2011",0.977
"Tobin's Q","Atlas Copco","2011",2.95
"FXD","Atlas Copco","2011",1
"Gross FXD","Atlas Copco","2011",467
"DERIV","Atlas Copco","2011",0.01
"R&D/sales","Atlas Copco","2011",0.022
"Leverage","Atlas Copco","2011",0.49
"Quick ratio","Atlas Copco","2011",0.23
"Capex/sales","Atlas Copco","2011",0.046
"ROA ","Atlas Copco","2011",0.17
"DD","Atlas Copco","2011",1
"ID","Atlas Copco","2011",1
"DE","Atlas Copco","2011",161
"DDE","Atlas Copco","2011",1
"SIZE","B&B tools","2011",8.6
"Sales","B&B tools","2011",7885
"FSD","B&B tools","2011",1
"FSTS","B&B tools","2011",0.48
